-15	0.00019777	0.00049406
-14.646	0.00032561	0.00058582
-14.293	0.0002388	0.0007325
-13.939	0.00024409	0.00093796
-13.586	0.00026265	0.0017381
-13.232	0.00038146	0.0019833
-12.879	0.00027958	0.0016338
-12.525	0.00034669	0.0017993
-12.172	0.00034803	0.003154
-11.818	0.00040223	0.0072424
-11.465	0.00041576	0.0078242
-11.111	0.00060917	0.010078
-10.758	0.00057255	0.024226
-10.404	0.00078521	0.13465
-10.051	0.00090232	0.15276
-9.697	0.0008612	0.068277
-9.3434	0.0013317	0.049827
-8.9899	0.0018492	0.043535
-8.6364	0.0020831	0.038213
-8.2828	0.004157	0.033442
-7.9293	0.012038	0.058071
-7.5758	0.02705	0.21269
-7.2222	0.032459	0.20326
-6.8687	0.044764	0.16219
-6.5152	0.075014	0.059321
-6.1616	0.10167	0.011881
-5.8081	0.043474	0.0058142
-5.4545	0.028043	0.003687
-5.101	0.03296	0.0026769
-4.7475	0.034723	0.0020988
-4.3939	0.034714	0.0017634
-4.0404	0.036725	0.0015595
-3.6869	0.043579	0.0014552
-3.3333	0.048636	0.0014319
-2.9798	0.069116	0.0014476
-2.6263	0.09514	0.0015551
-2.2727	0.029865	0.001772
-1.9192	0.038854	0.0021568
-1.5657	0.049847	0.0029811
-1.2121	0.11064	0.0050546
-0.85859	0.090339	0.013736
-0.50505	0.08935	0.029787
-0.15152	0.1919	0.086035
0.20202	0.082461	0.20144
0.55556	0.027273	0.094396
0.90909	0.011494	0.081496
1.2626	0.0045728	0.10455
1.6162	0.0028208	0.045318
1.9697	0.0020863	0.03545
2.3232	0.0017371	0.032701
2.6768	0.0015362	0.1071
3.0303	0.0014402	0.065841
3.3838	0.0014291	0.047744
3.7374	0.0014672	0.042381
4.0909	0.0015815	0.036124
4.4444	0.0018009	0.034164
4.798	0.002164	0.035545
5.1515	0.0027824	0.032411
5.5051	0.0038964	0.028291
5.8586	0.0063035	0.044932
6.2121	0.013715	0.11117
6.5657	0.084115	0.0735
6.9192	0.15319	0.043297
7.2727	0.23451	0.030643
7.6263	0.20219	0.026023
7.9798	0.045725	0.011933
8.3333	0.033696	0.0037183
8.6869	0.037562	0.0019681
9.0404	0.046246	0.0015609
9.3939	0.051871	0.0012354
9.7475	0.074859	0.00082943
10.101	0.17299	0.0010291
10.455	0.096365	0.0007102
10.808	0.019033	0.00058441
11.162	0.010099	0.00053991
11.515	0.0063032	0.00041562
11.869	0.0072007	0.00038088
12.222	0.0032663	0.00033373
12.576	0.0017315	0.00032594
12.929	0.001487	0.00028263
13.283	0.0018259	0.00037489
13.636	0.001876	0.00025028
13.99	0.00092364	0.00024981
14.343	0.00068445	0.00024516
14.697	0.00056353	0.0003783
15.051	0.00048959	0.00018921
15.404	0.0005768	0.00018087
15.758	0.00041646	0.00017455
16.111	0.00039698	0.00015525
16.465	0.00033354	0.00014888
16.818	0.00030805	0.00013811
17.172	0.00037472	0.00012741
17.525	0.00031639	0.00014052
17.879	0.00029653	0.00012785
18.232	0.0002398	0.0001045
18.586	0.0003527	0.00010084
18.939	0.00020938	0.00011331
19.293	0.00019188	9.2456e-05
19.646	0.00030805	8.6866e-05
20	0.00018849	8.1949e-05
